User,Tweet,Date
Xinqi Su 蘇昕琪,"More mic-testing among defendants
Lester Shum: HK people, do not lost your aspirations to overwhelming grievances
Gwyneth Ho: that is great. drink water when you see this.
Lam Cheuk-ting: can the mic get me? great. Dear wife I love you.
...",2021-03-01 08:08:33
Xinqi Su 蘇昕琪,"She indeed sang - hummed two lines from Keung To's 蒙著嘴說愛你. 

Court is starting any minute. https://t.co/BqfaAgZJVI",2021-03-01 07:57:51
Xinqi Su 蘇昕琪,This is the live broadcast image now https://t.co/w4jhfPt50h https://t.co/uXQNr0YGHk,2021-03-01 07:38:50
Xinqi Su 蘇昕琪,"West Kowloon Magistrates Court added three cameras facing the magistrate, the prosecutors and the defense counsels for live broadcast in the afternoon. Reporters now can see clearly the faces of the judge and lawyers as well as the defendants when they are let in. https://t.co/LS9QRKeOqo",2021-03-01 07:23:34
Xinqi Su 蘇昕琪,Jimmy Lai got the case number NSD RN 2000 0001 and Benny Tai NSD RN 2000 0002. Joshua Wong is also charged in 0002 case as a participant instead of organiser. https://t.co/I4p6aFyo47,2021-03-01 07:10:22
Xinqi Su 蘇昕琪,Free sandwiches and drinks for those waiting outside court. https://t.co/v1EaoWPsfi,2021-03-01 06:49:16
Xinqi Su 蘇昕琪,"Tommy is reading “Persevere Like Water”, a collection of stories about ppl playing different roles in the #2019Protests. “The trial today is completely unjust. I don’t know what will happen in the future but we should all do what we can now.” https://t.co/pgJ0uVCaLv",2021-03-01 06:46:52
Xinqi Su 蘇昕琪,"Jade is again reading this book. “This trial is unjust. We were merely excercising our rights provided in the BasicLaw. Unless we were told that the law was changed, we did not do anything wrong. What they are doing now is simpltimg twisting the laws and making up plots” https://t.co/m64mIssQBy",2021-03-01 06:45:07
Xinqi Su 蘇昕琪,Mr Cheng is reading “Used to think China is the happiest” outside court. He just arrived at the chapter about how Xi abandoned the collective leadership founded by Deng Xiaoping. https://t.co/PK6cOPD8el,2021-03-01 06:43:54
Xinqi Su 蘇昕琪,Young kids wearing “HONGKONGER never give up” T shirts are sitting on brick road with their parent. https://t.co/q7XGeDlKw7,2021-03-01 06:41:33
Xinqi Su 蘇昕琪,Cardinal Zen @CardJosephZen is among those sitting on the pedestrian outside court and having a bread for lunch. https://t.co/CpXYGlEttf,2021-03-01 06:39:34
Xinqi Su 蘇昕琪,"This is a #thread about what ppl are doing during lunch break outside WKL court. 

Mary y4 nursing student arrived at 9pm and didn’t get a seat. She’s been writing to her pen pal behind bars. “It’s ok I don’t have a seat. I can just sit here and show my support.” https://t.co/lmspgdpt2q",2021-03-01 06:38:51
Xinqi Su 蘇昕琪,"#JUSTNOW police raised blue flag outside West Kowloon Magistrates Court after Beijing supporter Man Shek showed up and was heckled by a number of activists supporters. 
Now calm again https://t.co/ae7Jc3p2F2",2021-03-01 06:07:29
Xinqi Su 蘇昕琪,The third #NSL designated prosecutor was just revealed in the case charging 47 pro-democracy activists of “conspiracy to subversion” for joining their own camp’s primaries for the now-delayed LegCo election. https://t.co/K6Mppc0vjQ,2021-03-01 05:26:56
Xinqi Su 蘇昕琪,"...got it back up a bit under reporters’ requests.

Then @KwaiLamHo began to test the mic in defendants’ dock.

“Hello everyone, welcome to the West Kowloon Magistrates Court” 

“Can I sing? I would certainly like to sing a song of Mirror.”",2021-03-01 05:10:13
Xinqi Su 蘇昕琪,"Hearing adjourned to 3.30pm for defense lawyers to take instructions from the 47. 

@KwaiLamHo was the highlight. 

“I want to meet my lawyer! Is it that I am not allowed to before court?” she shouted. 

Then court clerks in my room tuned down the broadcast volume and only...",2021-03-01 05:08:00
Xinqi Su 蘇昕琪,"With all 66 seats for press arranged in extension of court and 0 seat in the major courtroom where the mention of 47 pro-democracy activists is really going to happen, this is what reporters can see in live broadcast. #228HK https://t.co/Hq2xu4WSlv",2021-03-01 04:43:34
Nathan Law 羅冠聰,Trenmendouns achievement. https://t.co/G2oqmHAM9o,2021-03-22 20:50:54
Nathan Law 羅冠聰,One of the most vocal critics of the human rights violation in Xinjiang is sanctioned by Beijing. I stand with @rglucks1 and hope that the European Parliament can stand shoulder to shoulder with him as well. Beijing is attacking FREE SPEECH in EU and no reason for us to back off. https://t.co/bfLWL5gH2k,2021-03-22 15:59:51
Nathan Law 羅冠聰,Sanctioned members in the EU can organize a trip and visit Taiwan. That would be a powerful signal. https://t.co/FCYhGeY3tR,2021-03-22 14:52:32
Nathan Law 羅冠聰,"“definitely a political move that tries to deter people from leaving Hong Kong,” said Nathan Law 

Thousands of Hongkongers will be unable to cash in their pensions after moving to the UK https://t.co/hrKJf2BH7Q",2021-03-22 11:15:24
Nathan Law 羅冠聰,"The way CCP propagates its smearing is disgusting. CCP depicts all Chinese as dictators' followers, stigmatizing the people's image more than anything else. Millions of Uyghurs are in concentration camps due to the  CCP's hatred towards religions and diversity. So hypocritical. https://t.co/N4oOGfqoCE",2021-03-18 15:30:28
Nathan Law 羅冠聰,"The rise of hate crimes targeting Asians is APPALLING.
As a democratic activist, I believe in diversity and freedom from fear.
We protest against the CCP dictatorship and address the difference between regime and people.
No one should be attacked because of their enthnicity.",2021-03-17 18:15:58
Nathan Law 羅冠聰,"These people, hypocrites, have no right to crticize protestors. They support the dictators yet bracing themselves a “pacemaker” outlook. That’s the most disgusting position you can ever stand. Holding the wrongdoers in power accountable is the best way to end conflicts.
#Myanmar",2021-03-17 12:52:31
Nathan Law 羅冠聰,"When protestors reacted to the military terror by force, some criticize violence, showing ""neurality."" 
They said nothing when the first protestor was beaten. 
Said nothing when the first died in the arms of his brothers. 
Said nothing when the military fired and killed people.",2021-03-17 12:52:31
Nathan Law 羅冠聰,Honoured to be part of the program and the @UChiPolitics family. Looking forward to having seminars with the students and sharing my political journey. https://t.co/Uz6kJ7xBnk,2021-03-16 14:57:35
Nathan Law 羅冠聰,We should definitely include #academicfreeom into the parameters of university rankings. Schools must be deterred from corporating with autocracies. https://t.co/qF3VDPxdqc,2021-03-16 12:29:54
Nathan Law 羅冠聰,"Good thread to explain what's happening with #2021HKcharter. It's an important step to the diasporic HKers community, to facilitate discussion and mutual trust. https://t.co/4IF7KyOJtm",2021-03-15 15:08:32
Nathan Law 羅冠聰,"“Under such high pressure from China, the diaspora from Hong Kong have more responsibility than ever to speak out and ensure we continue to draw international concern” 

Hong Kong activists say democracy fight to continue abroad https://t.co/yOeyZU9wPb",2021-03-15 12:34:42
Nathan Law 羅冠聰,"To unite the diasporic HKers community, consolidating our beliefs and visions is the crucial first step.
Join us: https://t.co/UIXV9Sn1Au
#StandWithHongKong https://t.co/iCvGAx7103",2021-03-15 10:34:18
Nathan Law 羅冠聰,"Be united.
#MilkTeaAlliance https://t.co/l4aesBG1gj",2021-03-13 17:27:52
Nathan Law 羅冠聰,"Vowing my support to the freedom fighters in #Myanmar at my congressional hearing testimony. Stay strong my brothers and sisters!
#MyanmarMilitaryCoup https://t.co/wqaiLTLZc4",2021-03-10 23:05:42
Nathan Law 羅冠聰,2. The CCP sees it as a victory over the democracies and brags in their internal Chinese propaganda. It's hampering the ability to discredit the CCP dictatorship.,2021-03-10 18:55:03
Nathan Law 羅冠聰,"1. Within a week after China announced to violate its international commitment and impose an authoritarian election in Hong Kong, the US now clearly sends a confusing message when it holds a high-level meeting in such a short time. https://t.co/XHJdOPS34C",2021-03-10 18:55:03
Nathan Law 羅冠聰,"A reminder:
I will be testifying at the US Senate Committee on Foreign Relations hearing titled “The State of Democracy Around the World” at Wed 10am ET
speaking on the crisis in HK and the ways to fight against the Global Democracy Decline.
Stay tuned.

https://t.co/RhVtb9SM1B",2021-03-08 15:22:05
Nathan Law 羅冠聰,"Many told me that in #Yangon tonight there are more shootings and military presence than before. Hope we can continue to pay attention to the protests and pray for the freedom loving people there.
The world should act immediately.

#WhatsHappeningInMyanmar",2021-03-07 19:11:58
Nathan Law 羅冠聰,"In this episode, I talked about activism, Hong Kong protest, my growing-up and important messages to the world.

Let me know how do you feel about it.

https://t.co/nnahtuQjkW",2021-03-07 13:22:58
Nathan Law 羅冠聰,"I was asked what's my messages to my friends in the EU. My messages are clear and simple: don't take freedom for granted, and act now. 
#StandwithHongKong https://t.co/CQG1QOsBBW",2021-03-06 10:40:59
Nathan Law 羅冠聰,"This documentary shows you the democratic protests in Hong Kong and exiled activists' lives in the UK. We are all fighting at our positions and hoping to bring justice to Hong Kong. 

#StandwithHongKong

 https://t.co/bVppTBbBeX via @YouTube",2021-03-05 22:54:51
Nathan Law 羅冠聰,"The first step should be to halt the EU-China investment deal. Deals should be signed after the concentration camps in XinJiang are closed and democracy prevails in HK.
EU ready to take further steps if China amends Hong Kong's electoral laws - EU Reporter https://t.co/OVlL84gkoG",2021-03-05 18:30:12
Nathan Law 羅冠聰,"The political reform imposed by Beijing to Hong Kong is in effect degrading the election to SELECTION. Beijing vets out all the pro-Democracy candidates and most of the seats in Legco are reserved for them without election. 
The system has lost all credibility.
#StandwithHongKong",2021-03-05 12:37:35
Nathan Law 羅冠聰,"On his way to the court from prison, @joshuawongcf hold up 3 fingers and a gesture of heart. He is one of the bravest and most sturdy democratic activists that I have ever met. I think his heart and minds are occupied by the struggles around the world, including in #Myanmar. https://t.co/AYvKtNDVYB",2021-03-03 19:37:44
Nathan Law 羅冠聰,"Death toll rises with more bloody crackdowns in Myanmar. The world must act promptly and forcefully to stop the military from butchering the Burmese. The world needs more policies to protect global democracy and lives, with real deterrence to the dictators. ACT NOW.
#Myanmar https://t.co/e1znTZa8Ya",2021-03-03 14:50:45
Nathan Law 羅冠聰,"Maybe it's good to invite @EUinHKandMO to explain this incident. For many freedom-loving people, promoting a figure like that is unacceptable.",2021-03-03 11:53:18
Nathan Law 羅冠聰,"Not sure why the EU is promoting Regina Ip, a Xinjiang genocide denier where numerous sexual abuses and rapes happened on Uyghur women, for championing gender equality. A CCP endorsor who helps suppress civil society and liberal values can never be a force of supporting equality. https://t.co/CAstiYInA0",2021-03-03 11:51:38
Nathan Law 羅冠聰,"The govt says that vetoing budget is a subversive act.
The power of vetoing budget is listed in our constitution.
The 47 democrats are not even elected. 
So the govt is charging them, who are unable to commit a ""constitutionally legal"" subversive act, subversion.
CONFUSED.",2021-03-01 16:45:10
Nathan Law 羅冠聰,"In #HongKong,
📢Chant #FreeHongKong
🏴Wave #RevolutionNow flag
🗳Participate in #Primaries
🎙Conduct #interviews with foreign media
✍️Tweet to #criticize China
all can be seen as “threatening” ""national security"" and sent to jail for life.
Hypocratic #CCP calls it a “free city.”",2021-02-28 13:03:45
Nathan Law 羅冠聰,"7. It's extremely devastating to see the deterioration of Hong Kong. I urge the international community to treat this case as another blatant attack of the CCP on the people of HK and the rule of law, and to adopt necessary ACTIONS to hold the government accountable. 
-END",2021-02-28 10:20:52
Nathan Law 羅冠聰,"6. From previous experience, the chance of these 47 figures getting bailed tomorrow is dim. Most likely, they will be detained for months until the next hearing. If they are convicted, they are likely going to be jailed for years long. Many of them are my dearest friends.",2021-02-28 10:20:52
Nathan Law 羅冠聰,"5. There are specific judges and courts arranged for the NSL cases. Needless to say, these judges are handpicked by Beijing and mostly serving CCP's interest. Bails can be denied at a shallow threshold. They can face up to life-long imprisonment or being extradited to China.",2021-02-28 10:20:51
Nathan Law 羅冠聰,4. You got it right — anyone who opposes govt's bill in Hong Kong now can be seen as violating NSL. Same as chanting certain slogans and showing some signs. Laws are weaponized to suppress the most basic human rights in Hong Kong. Freedom of expression has been quashed.,2021-02-28 10:20:51
Nathan Law 羅冠聰,"3. The logic of the arrests is as follows: democratic figures participate in a primary, the primary aims at getting a majority in council and blocking government's bills if necessary, and this act is a subversive act because it obstructs the operation of the government.",2021-02-28 10:20:51
Nathan Law 羅冠聰,"2. The police arrested 55 democratic figures last month with the National Security Law due to their participation or organization of a primary election last July, preparing for the 2020 legislative council election. The election is postponed, and the candidates are being hunted.",2021-02-28 10:20:50
Nathan Law 羅冠聰,"1. 47 democratic activists are charged with ""conspiracy to subvert state power"" and will appear in court tomorrow. All of them are remanded in custody. 
It's heartbroken to witness such massive persecution. Let me explain what has happened and why it's an insult towards democracy https://t.co/ui4QRc1ECv",2021-02-28 10:20:50
Nathan Law 羅冠聰,"All the hate crimes against Asians MUST stop. Especially those who target them because of their discontent towards CCP — many Asians don’t even support the autocratic regime. 
Be a responsible person, don’t cast your anger to the innocent people. 
Hate crimes MUST stop.",2021-02-28 01:01:21
Nathan Law 羅冠聰,A Hong Kong political prisoner who has been jailed for more than 450days drew this sign to stand with #Myanmar. We all fight for freedom. We are one. https://t.co/030XUp6CZJ,2021-02-27 15:01:47
Nathan Law 羅冠聰,"Democratic figures arrested under the National Security Law last month are requested to report to the police this Sunday. It is suspected that charges might be put. Bails could be denied and years of imprisonment may ensue if they are convicted. 
Please pay attention to the case. https://t.co/oND9qbtyMB",2021-02-26 12:41:32
Nathan Law 羅冠聰,"4. University ranking systems should include an additional component of ""academic freedom."" It assesses whether the school's management respects the autonomy of student body and helps the regime suppress and censor. Schools like CUHK would be punished for their collusion.
-END",2021-02-25 20:43:18
Nathan Law 羅冠聰,"3. Scholars and reseracheres around the world, if you have any connections with CUHK, please raise your voice over the issue by sending them email or canceling your cooperations with them. The loss of integrity of the school management is appalling and deserves to be condemned.",2021-02-25 20:43:17
Nathan Law 羅冠聰,2. This is a blatant attack on the rights of the students and academic freedom. The school has become a stretched arm of the government to suppress students' freedoms and extend the political terror. It's unacceptable.,2021-02-25 20:43:17
Nathan Law 羅冠聰,"1. Academic freedom in #HongKong is in grave danger.

The Chinese University of Hong Kong issued several policies to cut the student union's lifeline. The school says the union's speeches infringe the National Security Law and decided to kick them out from the school's system. https://t.co/GJgtM6HpsF",2021-02-25 20:43:17
Nathan Law 羅冠聰,#WhatsHappeningInMyanmar https://t.co/u41wp8iLsm,2021-02-24 18:05:28
Nathan Law 羅冠聰,"A great reminder of what the CCP are doing to erode our core values and democratic system. Listen to this podcast to lean more about CCP's tactics.

Into The Grey Zone: Hong Kong activist Nathan Law hopes his efforts will 'pave the way' for a return home https://t.co/nIunloL78f",2021-02-22 23:10:48
Nathan Law 羅冠聰,"Scenes alike.
1989 Beijing, China
2021 Mandalay, Myanmar
#WhatsHappeninglnMyanmar https://t.co/TMDROx43tr",2021-02-20 15:39:43
Nathan Law 羅冠聰,#WhatsHappeninglnMyanmar https://t.co/EPehVOOhLu,2021-02-20 15:10:06
Nathan Law 羅冠聰,"3. It's time for us to be united. The global democracy crisis should be treated as climate emergency, that we all have to come up with feasible strategies to defend our grounds. Otherwise, the decay of liberty and freedom would bring the world we know into disasters.
-END",2021-02-18 19:34:03
Nathan Law 羅冠聰,"2. We need a paradigm shift in terms of strategies. We need global agenda, global vision, and global action to restore the legitimacy of democracy and curb authoritarian expansion. Democracies must work together to form collaborated actions and responses.",2021-02-18 19:34:02
Nathan Law 羅冠聰,"1. This article aims at encouraging a global approach to tackle the democracy crisis. The decline of democracy has been ongoing for almost two decades, and many people suffer. It's time for us to rethink our approach to defend our democratic values. 

https://t.co/OeyEOauj5z",2021-02-18 19:34:02
Nathan Law 羅冠聰,"A coherent, assertive streaty is needed for the world to counter China's growing aggression. 

Blinken invited to meet EU foreign ministers Monday, diplomats say https://t.co/6OthATurPZ",2021-02-16 21:05:38
Nathan Law 羅冠聰,This is the response when people text the number 7979 of Myanmar telecom operator MPT. Many asked me what these characters mean. These are garbled words and mean nothing. No one can read it. The same applies to the glitches on software/ website which shows Chinese character. https://t.co/0hlq2R5Q9j,2021-02-16 17:15:29
Nathan Law 羅冠聰,"//This — China’s bid to reshape the international order to ratify its authoritarian policies at home — is nothing short of an international emergency. ...Countering the CCP’s global ambitions is more than a conventional foreign policy challenge.//

https://t.co/NMkECsso5r",2021-02-16 14:25:45
Nathan Law 羅冠聰,We can all ask our friends in telecom industry to verify it. It's important that we can have information on what's happening in there and try to act in advance to protect citizens there. It's a long process to build an internet firewall -- the free world should act immediately.,2021-02-15 20:03:19
Nathan Law 羅冠聰,"Credible sources revealed that the Myanmar military government is receiving “technical support” from the CCP to build similar internet firewalls to block access to Twitter, NYT, FB etc. The internet cutoff serves this need.
Dictators help each other and CCP is leading the way.",2021-02-15 20:01:08
Nathan Law 羅冠聰,Let's talk about the ways to deal with CCP. https://t.co/rKoLyhv7Lz,2021-02-15 13:45:09
Nathan Law 羅冠聰,"For those unable to help the protestors in Myanmar physically, there is at least one thing you can do:
TREND #WhatsHappeningInMyanmar and #SaveMyanmar in your country by simply type it while you share the information. You can also click on the tags to know more. RETWEET.",2021-02-14 22:53:19
Nathan Law 羅冠聰,I have personally met many Myanmar activists from my previous effort on enhancing understandings and friendships among Asian activists. I wish them safe -- same to the rest of the population who are fighting for democracy. Extremely heart-broken to have witnessed the development,2021-02-14 18:48:47
Nathan Law 羅冠聰,"Many journalists and foreign citizens I met were shocked by the Juen 4th Massacre in Beijing. People in Myanmar are very worried that the exact same thing will happen in their country. Tanks, soldiers are everywhere and information is extremely limited.",2021-02-14 18:48:47
Nathan Law 羅冠聰,"Friends from #MilkTeaAlliance and democratic countries, I think all of you should be concerned with the latest developments in #Myanmar: 
Mass military presence, firing at citizens, internet cutoff… A potential massacre is happening.
Let's keep tweeting and supporting them. https://t.co/Qjxl8nXB9j",2021-02-14 18:48:47
Alvin Lum,"National People’s Congress standing committee will scrutinise the draft bill to overhaul HK’s electoral system next Mon and Tue. Drawing from experience of NSL, it could be passed into law in second sitting the earliest, which will be May. https://t.co/SFidcSjDw6",2021-03-22 12:52:19
Alvin Lum,"HSBC will reopen its HK headquarters in Central today. While public may access basement, 3F, 5-6F, the bank, per internal memo, has asked only critical staff to come back to office, and some office floors previously with confirmed cases will only reopen later this month.",2021-03-22 00:00:00
Alvin Lum,"Bokhary also took BioNTech vaccine this morning, where he described he's a great believer in vaccination. ""You're not only benefiting yourself, but your family and your community,"" he said. ""If only Sinovac was available, I would take that very happily.""

https://t.co/l5BCBf2IQM",2021-03-21 07:24:11
Alvin Lum,"Bokhary NPJ said theoretically in any places, judges may come to a point and felt they should quit, but he did not expect ""we will reach a point like that in HK"".

""The best thing for me is to just do my job in court as best as I can,"" he said. ""I'll just get on with my job.""",2021-03-21 07:11:03
Alvin Lum,"Justice Kemal Bokhary told @hkcnews_com that he has no intention of leaving the Court of Final Appeal. Without directing commenting on @UKSupremeCourt row, the learned judge said ""you may guess that I don't think anybody else should do so either"". https://t.co/lrxRGysxVo https://t.co/0QeRCgVq92",2021-03-21 07:06:03
Alvin Lum,"US Consulate General to reopen on Monday, and it took the chance to reiterate it abided by testing and quarantine requirement for diplomats and families. https://t.co/PXwJVRM4qo https://t.co/SZJdYfVZYp",2021-03-19 07:34:12
Alvin Lum,"Pro-Beijing loyalist in-the-making:""We must support the country...we must support the govt, and mustn't support the protesters...Our country must be 'blue',  not 'yellow'- those are bad guys!"" 

He's only 8.

https://t.co/o0pQw7PqwV https://t.co/UzVNTDfZxi",2021-03-19 05:43:14
Alvin Lum,"This is the quarantine package some bankers may get, if unfortunately they are sent to quarantine camps (for avoidance of doubt, not HSBC). https://t.co/rqhJGvbVS6",2021-03-18 11:00:14
Alvin Lum,"UK Govt's latest take on issue of NPJ comes in early Feb, where justice minister @AlexChalkChelt told MP that UK judges played supportive role, and said UK govt ""We want this to, and hope that it can, continue.""

https://t.co/MImDgOf3XP",2021-03-18 10:48:43
Alvin Lum,"RTHK's Legco Review is cleared to go, after being pulled off air last week. This episode will feature former housing and transport minister Anthony Cheung. Tune in at 8pm.

https://t.co/BFj0tZeFnE https://t.co/VKF2XjedWj",2021-03-18 10:21:55
Alvin Lum,"Another quote from Sumption: ""Calls for the withdrawal of British judges have nothing to do with judicial independence or the rule of law... [Judges] will serve the cause of justice better by participating in the work of Hong Kong’s courts."" (4/4)
https://t.co/TeDpSEETfq",2021-03-18 08:28:49
Alvin Lum,"In a strongly-worded op-ed, ex-UKSC judge Lord Sumption, who served on CFA as NPJ, slammed call for UK judges to quit as ""political boycotts"" to put pressure on Chinese govt. He said judges in HK ""They deserve to be supported, not abandoned by their overseas colleagues."" (3/4)",2021-03-18 08:28:48
Alvin Lum,"Watch his exchange with MPs here. Lord Reed did said he feel the British judges ""have a responsibility to the people of Hong Kong"". He will be meeting with the Foreign Secretary and Lord Chancellor ""shortly"" but didn't mention if a decision will come. (2/4)https://t.co/aIENjlDW8M",2021-03-18 08:28:48
Alvin Lum,"Lord Reed, @UKSupremeCourt president, said he will take into account of recent developments in Hong Kong, and said he would quit from HK's CFA if ""the situation in Hong Kong became one where we could no longer in good conscience serve there"". (1/4) https://t.co/7M0vsIe1t8",2021-03-18 08:28:47
Alvin Lum,"Comprehensive analysis on herd immunity &amp; vaccination 👇Two highlights are that vial of BioNTech vaccine could provide enough additional vaccine for 6 doses, potentially cover 60% population, and the use of more effective vaccines to achieve herd immunity through vaccination https://t.co/r3rEpPHf8G",2021-03-18 03:49:31
Alvin Lum,"China can ignore Taiwan’s Golden Horse, Hong King’s Film Awards, and now it tried to downplay the Academy Awards.  https://t.co/QfFtA6lhVj",2021-03-17 09:13:19
Alvin Lum,"RECAP: Read William Wong's 2019 email to the SJ and DPP, copying the entire DOJ. He ended the letter on this note: ""We love Hong Kong. It is sad to see Hong Kong is falling. What happened to the Cathay Pacific will sooner or later happen to DOJ.""

https://t.co/gWXLR7MC9N",2021-03-17 07:45:19
Alvin Lum,"A veteran court prosecutor, who criticised police of ""lying"" during movement in 2019, was interdicted from work days ago, per two legal sources. Words within DOJ said William Wong may face disciplinary inquiry and his work email is no longer accessible. https://t.co/vV2vcpFawy",2021-03-17 07:37:03
Alvin Lum,"One of the drama attacked by TKP was a local production The Days of the Commune, originally by Bertlt Brechtl. The report attacked it of “inciting revolution”.",2021-03-17 07:20:25
Alvin Lum,"The report contains one problematic headline that says “using Govt money to turn against the Govt”. Poor choice of word, it’s public money, not officials’ money. https://t.co/n5icqH0kkW",2021-03-17 06:53:38
Alvin Lum,"Secretary for labour and welfare Law Chi-kwong told Legco that no pay leave is like ""job sharing"" among colleagues and praised it as flexible way to avoid lay offs.

https://t.co/EwYEpMb4iO https://t.co/5BabBBOfEl",2021-03-17 06:20:29
Alvin Lum,"UPDATE: Zhang has also attacked district councillors for ""politicising"" district councils, and no longer exercising prescribed roles under the Basic Law. He said views were heard during sessions to dramatically reduce number of seats of DC in Election Committee.",2021-03-17 04:51:32
Alvin Lum,"Zhang Xiaoming, deputy director of HKMAO, claimed that persons from pro-democracy camp were the among the some 1,000 persons attended the ""consultation session"" about overhaul to HK's electoral system. 

Well, the two used-to-be democrats were Ronny Tong and Tik Chi-yuen. https://t.co/9ibzDyRBng",2021-03-17 04:37:24
Alvin Lum,"JUST IN: former lawmaker Gary Fan, who was among the 47 charged for subversion for joining primary election, announced he would resign from role of Sai Kung district councillor since he can't carry out his duty behind bars. https://t.co/DNRumMgZuZ",2021-03-17 04:24:36
Alvin Lum,.@HKJA_Official wrote to RTHK chief Patrick Li and urged him to explain why some of the programmes were taken off air without explanation given. The press group also asked RTHK to clarify why it has reportedly warned employees about violation of Official Secrets Ordinance.,2021-03-17 02:42:05
Alvin Lum,"Mini-exclusive: a 38-year-old policeman has received Sinovac vaccine injection, yet was still preliminary confirmed of contracting virus three days later. Note he received first jab on his last working day. https://t.co/oP09u2blvU",2021-03-16 14:54:52
Alvin Lum,"Detailed ex-lawmaker @cheuktinglam can’t celebrate wedding anniversary behind bars, so he asked his son to buy roses to wife. The couple dated since last year of secondary school..

https://t.co/Ulx0mHeAgv https://t.co/FAH8lX4WDn",2021-03-16 14:43:14
Alvin Lum,"Just in: No access to HSBC main building in Central starting tomorrow “until further notice”, HSBC employees told in an internal memo, after confirmed #covid19 cases found. Visitors who stayed more than 2 hours in all floors between March 2 and 15 expected to be tested.",2021-03-16 13:51:53
Alvin Lum,"Interestingly, HK Govt appear to have dismiss rumour by pro-Beijing media and said in a statement that ""The US Consulate General in Hong Kong has been fully co-operative with the Government on all the above action items to combat COVID-19."" 

https://t.co/FDnGzcEKhS",2021-03-15 16:56:48
Alvin Lum,"US consulate general in HK confirmed two employees tested positive for #Covid19, but won't elaborate citing privacy concerns. The office closed for deep cleaning, while the USCG said ""all of our staff have responsibly implemented all appropriate measures"".
https://t.co/LYNrxTpJR4",2021-03-15 07:21:38
Alvin Lum,"Five more years? CE Carrie Lam told pro-Beijing newspapers that chief executive requires other than being patriotic and capable, will also have to be determined, stick to the principle, and “do the right thing”. https://t.co/NrZsJOGspA",2021-03-15 04:43:08
Alvin Lum,"JUST IN: Professional Teachers' Union announced it will stop joining @chrf_hk meeting or any work related, after rumour the Front may be banned by the government. https://t.co/gOJuAYUsN7",2021-03-14 13:09:30
Alvin Lum,"JUST IN: UK foreign secretary @DominicRaab said in a statement that “the UK considers Beijing to be in a state of ongoing non-compliance with the Joint Declaration - a demonstration of the growing gulf between Beijing’s promises and its actions”.

https://t.co/cSs5yDhv0G https://t.co/8Id3m9k4na",2021-03-13 10:26:25
Alvin Lum,"CY Leung has little to say about EU’s report over Hong Kong, but took issue with @JosepBorrellF and EU over a glitch on HKSAR flag emoji, which really is either Emoji or Twitter’s problem. https://t.co/45A2l7FVG6 https://t.co/Ersa6Hy1bG",2021-03-13 09:45:14
Alvin Lum,G7 foreign ministers expressed grave concern on Beijing to “erode democratic elements” of HK’s electoral sys:“Such a decision strongly indicates that the authorities in mainland China are determined to eliminate dissenting voices and opinions in Hong Kong” https://t.co/c7l5b9KnuA,2021-03-13 03:00:19
Alvin Lum,"EU VP @JosepBorrellF, in a latest report to European Parliament about Hong Kong, said ""China is consciously dismantling the 'One Country, Two Systems' principle in violation of its international commitments and the Hong Kong Basic Law.""

https://t.co/OcsJnsAKLH",2021-03-12 12:38:00
Alvin Lum,"Govt's propaganda with ""Hong Kong characteristics"": translate NPC's decision into English and upload on website, when ""two-session"" hasn't even convened yet. https://t.co/y0ljypKOng",2021-03-12 12:14:03
Alvin Lum,"Breaking: Hong Kong's exam authority has ""reminded"" media of potential criminal and civil liability of running leaked information anything to do with exam paper preparation, after the DSE History moderation panel was found to include Education Bureau officials. https://t.co/T6Wbk6hCA8",2021-03-12 11:46:59
Alvin Lum,"UK Supreme Court told @hkcnews_com that “Lord Reed has been monitoring developments in Hong Kong closely, including today’s approval by the National People’s Congress of changes to electoral arrangements there.” 

It did say there’s no timetable on when to publish the review.",2021-03-12 09:50:05
Alvin Lum,"With respect, the only thing new from the Time's story is this rather diplomatic quote. ""We hope to say more in due course.""

As we pointed out, Neuberger has extended his term as NPJ for three more years. https://t.co/TYJgSrBAuY https://t.co/1mcSORQtN7",2021-03-12 09:01:48
Alvin Lum,"DAB lawmaker Ann Chiang said it's time for Hong Kong to stop procuring AstraZeneca, after incidents of reported death around the world, instead it's time to procure Chinese Sinopharm vaccine. No mention of another Chinese vaccine Sinovac with 4 reported death in HK. https://t.co/NrgzUyzIrj",2021-03-12 08:17:05
Alvin Lum,"""One country, two systems"" principle is dead, said former Taiwan president Ma Ying-jeou.
https://t.co/lkuC2TQjd2",2021-03-12 05:45:53
Alvin Lum,"UPDATE: All 21 pro-democracy figures charged with subversion denied/withdrawn bail review, which is provided under criminal procedure, although they will need to demonstrate ""material change"" in circumstances to initial proceeding.",2021-03-12 04:59:15
Alvin Lum,"Thread on international reactions on Beijing's overhaul of HK's electoral system.

US and UK condemned the move. US Sec of State Blinken said the change is a ""direct attack on autonomy"" 

EU: breach of OCTS principle, reiterated HK comes into overall EU-China relations https://t.co/LBPWZXmBEi",2021-03-12 03:46:43
Alvin Lum,"""Last year, director Xia, deputy Deng Zhonghua and myself were included in [US] so called sanction list -we're deeply proudly of that,"" Zhang Xiaoming claimed.",2021-03-12 03:13:46
